mean_elevation (m),mean_slope,mean_precipitation (mm),imperviousness,"flooded (yes =1, no =0)",distance_to_drainage (m)
13.13,3.5,13.21,0,0,230.46
8,3.74,13.21,0,0,69.39
9.4,5.49,13.21,0,0,172.43
11.2,6.05,13.21,0,0,193.55
8.6,2.17,13.21,0,0,49.81
9.43,5.41,13.21,0,0,65.55
7.4,3.56,13.21,0,0,108.21
3,6.02,13.21,0,0,13.26
7.71,3.09,13.21,0,0,40.52
8.67,3.95,13.21,0,0,172.51
6.93,3.29,13.21,0,0,69.2
5.67,5.63,13.21,0,0,153.96
6.5,1.05,13.21,0,0,133.71
5,3.87,13.21,0,0,36.98
10.5,1.89,13.21,0,0,314.39
8.5,6.55,13.21,0,0,182.15
9.8,6.21,13.21,0,0,197.69
12.75,7.06,13.21,0,0,184.58
9.67,3.67,13.21,0,0,109.72
6.33,3.05,13.21,9,0,302.15
5.83,3,13.21,7,0,323.15
7.17,4.73,13.21,11,0,364.51
5.7,2.99,13.21,15,0,196.78
8,2.19,13.21,7,0,231.74
12,2.89,13.21,0,0,189.04
9.4,2.77,13.21,0,0,335.21
7.5,2.09,13.21,0,0,283.78
7,1.48,13.21,0,0,321.18
6.33,4.03,13.21,0,0,306.51
8,3.61,13.21,4,0,208.95
9,4.55,13.21,0,0,181.59
9.8,3.86,13.21,0,0,95
6.8,2.97,13.21,4,0,335.94
10,1.57,13.21,5,0,244.22
7.67,4.1,13.21,0,0,123.83
8.2,2.39,13.21,0,0,181.66
9,3.54,13.21,0,0,100.06
8.33,1.96,13.21,8,0,152.23
7.78,2.44,13.21,11,0,150.03
8,4.43,13.21,11,0,396.34
8.67,2.37,13.21,12,0,495.31
9.17,4.21,13.21,10,0,183.97
8.57,3.19,13.21,15,0,118.97
9.6,3.89,28.46,11,0,121.33
9.4,2.9,13.21,5,0,49.45
9.4,1.97,13.21,2,0,48.49
9,6.3,13.21,0,0,374.42
12,5.16,13.21,0,0,68.75
7,4.15,13.21,6,0,119.7
8.33,3.89,13.21,17,0,121.07
10.33,4.85,13.21,6,0,110.27
8.8,4.32,13.21,0,0,216.59
8.29,3.25,13.21,16,0,327.52
8,5.96,13.21,3,0,368.14
6.5,4.54,13.21,7,0,333.72
6,3.38,13.21,4,0,346.55
8.25,4.75,13.21,5,0,334.2
8.75,2.84,13.21,3,0,381.87
7.8,4.23,13.21,7,0,356.14
7.17,2.31,20.83,10,0,302.97
6.5,2.32,28.46,2,0,426.03
9.67,2.45,28.46,8,0,370.14
9.83,6.07,28.46,2,0,553.16
7,3.4,28.46,7,0,452.43
6.8,4.16,28.46,3,0,696.76
6.4,3.31,28.46,14,0,682.27
8.25,4.16,28.46,6,0,718.27
7.29,3.26,28.46,17,0,722.08
8.75,4.08,28.46,7,0,795.66
7,6.76,28.46,9,0,564.63
7.2,6.09,28.46,1,0,977.44
10.25,2.31,28.46,8,0,214.37
8.17,3.4,28.46,17,0,995.08
8.83,3.13,28.46,12,0,963.18
9,2.19,28.46,18,0,906.52
8.33,2.94,28.46,5,0,943.17
8.5,4.45,28.46,13,0,784.87
10,1.77,28.46,3,0,923.36
8.13,3.37,28.46,18,0,928.95
8.2,3.2,28.46,9,0,928.95
7.5,2.99,28.46,5,0,813.09
6.86,3.14,28.46,8,0,878.55
8,1.72,28.46,6,0,783.85
6,7.8,28.46,6,0,773.82
7.6,5.13,28.46,13,0,592.72
7.33,3.79,28.46,6,0,599.58
3.13,4.7,28.46,0,0,556.37
8.75,2.99,28.46,0,0,1276.6
6,4.49,28.46,0,0,461.93
4.67,3.71,28.46,0,0,645.86
8.6,3.26,28.46,0,0,320.4
7.33,3.37,28.46,5,0,264.39
9.67,6.03,28.46,17,0,148.98
7,4.21,28.46,10,0,20.38
9.17,4.69,28.46,10,0,376.78
7.33,3.79,28.46,4,0,475.24
9,4.57,28.46,4,0,698.16
8.8,5.99,28.46,8,0,64.37
10,1.28,28.46,5,0,913.88
6.11,4.3,28.46,22,0,241.43
8.75,5.15,28.46,6,0,382.32
8.5,1.61,28.46,11,0,542.94
9,4.12,28.46,6,0,700.69
9,3.29,28.46,15,0,569.11
6.33,3.82,28.46,6,0,680.25
8.43,4.07,28.46,14,0,596.46
8.29,3.85,28.46,18,0,494.52
9,3.73,28.46,11,0,592.23
7,2.29,28.46,13,0,439.68
6.86,3.44,28.46,16,0,347.38
2,3.72,28.46,10,0,179.2
0.43,2.95,28.46,14,0,133.96
1.75,5.27,28.46,14,0,25.32
4.75,3.93,28.46,12,0,148.73
2.67,4.42,28.46,4,0,195.87
7.2,9.82,28.46,14,0,410.8
7.83,6.06,28.46,16,0,334.73
8,6.57,21.94,9,0,442.99
6,3.16,21.94,10,0,467.09
8.33,2.16,21.94,8,0,305
8.5,2.09,21.94,7,0,335.4
5.33,4.21,21.94,7,0,32.23
7.33,3.92,21.94,10,0,428.87
6.75,4.71,21.94,7,0,264.24
5.67,5.02,21.94,7,0,90.78
7,5.06,21.94,14,0,22.97
3,4.74,21.94,7,0,65.74
8.56,4.72,21.94,23,0,161.99
7.8,3.85,21.94,12,0,422.59
9.8,2.92,21.94,16,0,794.72
10,3.38,21.94,8,0,829.47
6.5,2.23,28.46,11,0,351.54
6.33,3.62,28.46,7,0,349.53
6.63,3.2,28.46,16,0,354.22
8.25,6.17,28.46,7,0,433.1
6.33,4.75,28.46,5,0,245.95
6.75,5.4,28.46,6,0,476.84
6.33,3.49,28.46,9,0,407.97
6,2.24,28.46,9,0,459.53
6.5,2.86,28.46,18,0,173.9
7.33,1.29,28.46,7,0,285.38
6.1,4.57,28.46,27,0,346.69
4,9.46,28.46,0,0,278.47
7.33,3.73,28.46,6,0,469.91
5.75,3.09,28.46,14,0,390.93
6.4,3.24,28.46,10,0,507.11
5.67,2.31,28.46,10,0,633.88
8,3.56,28.46,8,0,724.11
10.5,5.66,28.46,8,0,364.17
6.3,4.46,28.46,6,0,1030.18
6.4,3.67,28.46,11,0,699.13
7.75,2.6,28.46,9,0,574.65
7,4.05,28.46,13,0,275.49
6.33,3.86,25.2,12,0,190.54
5.63,5.17,28.46,20,0,388.29
7.38,2.08,28.46,20,0,734.06
4.57,4.82,28.46,18,0,623.16
3,6.55,28.46,21,0,575.07
6,2.87,28.46,8,0,605.13
6.8,2.65,28.46,6,0,962.6
7,2.93,28.46,6,0,952.13
6,3.42,28.46,1,0,1027.75
2.17,4.77,28.46,9,0,705.62
5.17,3.09,28.46,17,0,421.95
7.71,5.14,28.46,18,0,195.56
5.33,2.58,28.46,8,0,316.24
7.67,2.45,21.94,18,0,27.66
7.89,2.78,25.2,24,0,25.6
3.67,1.24,28.46,7,0,356.88
4.4,2.49,28.46,14,0,254.11
2.8,3.25,28.46,8,0,849.76
2.2,4.99,28.46,8,0,915.26
4,3.95,28.46,5,0,967.14
6,2.29,28.46,10,0,1061.7
8,2.37,28.46,0,0,1089.51
4.47,2.6,28.46,20,0,699.04
3.11,3.24,28.46,18,0,704.02
9.33,3.81,28.46,0,0,1055.59
7.25,3.81,28.46,3,0,1055.65
4,4.41,28.46,20,0,915.82
3.5,2.67,28.46,8,0,437.74
3.8,7.92,28.46,11,0,551.32
8.17,4.39,28.46,18,0,502.79
5,2.96,28.46,6,0,352.23
6,2.22,28.46,7,0,293.22
5.67,4.65,28.46,23,0,485.37
4.5,3.24,28.46,12,0,634.76
6.6,4.35,28.46,0,0,821.22
5.33,1.18,28.46,12,0,242.32
6.33,2.91,28.46,6,0,397.81
8.33,8.09,28.46,0,0,403.32
5,3.63,28.46,9,0,71.75
3.2,3.02,21.94,5,0,56.42
4.5,2.71,28.46,4,0,795.67
9.5,4.38,28.46,0,0,569.39
6.25,6.21,28.46,5,0,697.75
8,4.71,28.46,8,0,715.07
6.4,1.24,28.46,10,0,807.25
7,2.22,28.46,15,0,859.04
6,5.14,28.46,8,0,966.29
-1,6.12,28.46,9,0,980.87
6.25,4.27,28.46,11,0,798.4
8.14,5.52,28.46,19,0,719.44
7.75,1.16,28.46,9,0,996.41
7.4,1.96,28.46,10,0,944.27
7.33,1.81,28.46,5,0,913.24
7.67,4.57,28.46,7,0,903.51
8,1.66,28.46,13,0,742.99
7,4.04,28.46,12,0,834.01
9.38,2.12,28.46,19,0,642.81
8.8,2.91,28.46,18,0,519.61
11,1.81,28.46,2,0,560.45
5,2.07,28.46,4,0,436.11
7.6,1.53,28.46,13,0,647.07
8,3.18,28.46,15,0,670.96
7.5,1.99,28.46,16,0,740.88
8.5,8.25,28.46,9,0,910.95
7.75,2.65,28.46,9,0,804.39
7.25,6.12,28.46,10,0,711.09
5,6.57,28.46,10,0,804.23
5.33,9.03,28.46,6,0,804.23
5,2.41,28.46,4,0,599.69
9,5.81,28.46,14,0,709.27
5.33,4.49,28.46,6,0,454.72
7,2.71,28.46,8,0,268.36
10,4.3,28.46,8,0,507.98
6.2,1.98,28.46,6,0,152.02
3.5,4.76,28.46,5,0,60.83
9,3.76,28.46,6,0,493.15
0.7,6.84,13.21,10,0,19.82
4.29,4.64,13.21,0,0,217.41
2.6,2.79,13.21,0,0,208.48
10.8,2.78,13.21,0,0,101.39
10.8,2.54,13.21,0,0,222.16
9,2.14,13.21,0,0,166.98
9.67,5.05,13.21,0,0,162.4
9.8,2.99,13.21,0,0,241.76
9.83,5.35,13.21,0,0,341.85
10.67,1.81,13.21,0,0,132.13
12.29,2.25,13.21,0,0,243.27
10.2,4.51,13.21,0,0,337.12
9,4.17,13.21,0,0,90.01
7.8,4.56,13.21,0,0,98.77
7,3.65,13.21,0,0,73.48
5.75,2.88,13.21,0,0,105.54
7.83,2.78,13.21,0,0,201.79
8.43,3.93,13.21,0,0,158.19
8.29,2.96,13.21,0,0,159.12
7.33,3.53,11.61,10,0,435.08
8.75,5.68,11.61,5,0,492.46
9.67,12.75,11.61,10,0,431.16
7.75,3.01,11.61,5,0,438.65
8.8,3.16,11.61,14,0,429.3
8.75,2.31,11.61,22,0,263
9,7.2,11.61,3,0,429.3
10.67,4.74,11.61,8,0,290.68
8,2.43,13.21,5,0,174.74
5.75,3.33,11.61,11,0,45.19
5.5,4.31,11.61,6,0,31.31
8.17,3.57,11.61,12,0,74.26
8,3.5,11.61,9,0,149.73
9.67,3.84,11.61,6,0,208.67
8.33,6.19,11.61,9,0,83.57
7.5,3.22,11.61,4,0,89.85
2,6.19,11.61,9,0,15.31
5.8,3.6,11.61,11,0,89.06
5.33,3.71,13.21,6,0,47.76
9,4.98,11.61,7,0,340.12
7,5.29,11.61,5,0,156.83
6,3.62,16.78,14,0,6.46
5,2.64,11.61,7,0,97.88
4.75,5.29,21.94,11,0,17.92
7,3.29,21.94,5,0,17.97
11.33,12.5,21.94,7,0,43.45
7.75,2.97,21.94,11,0,93.62
7,7.54,21.94,6,0,62.4
8.5,5.95,21.94,4,0,65.29
9,5.95,21.94,4,0,58.8
9.5,4.11,21.94,4,0,93.43
2.5,3.41,21.94,7,0,25.68
6.5,3.43,21.94,11,0,177.72
14.2,10.69,11.61,14,0,446.18
12.75,7.91,16.78,5,0,363.43
4.13,12.26,16.78,63,0,328.52
7.5,5.58,21.94,9,0,383.19
7.83,2.46,21.94,15,0,454.8
5.8,4.16,21.94,11,0,427.86
11.67,2.16,25.7,8,0,505.02
12.33,4.61,18.18,6,0,110.94
11,2.61,25.7,11,0,637.12
8.67,4.59,25.7,10,0,711.55
9,6.06,25.7,8,0,697.9
6.67,9.35,18.18,9,0,252.95
10,5.4,18.18,8,0,305.85
11,2.04,18.18,7,0,483.34
10.67,5.21,25.7,9,0,394.4
8.67,3.3,25.7,16,0,355.37
9.67,2.51,25.7,18,0,480.9
9.5,3.05,18.18,10,0,687.44
9,1.65,18.18,12,0,686.87
10.5,6.62,18.18,6,0,535.05
6.67,3.49,18.18,6,0,516.25
8.8,4.25,18.18,10,0,270.05
9.25,6.45,18.18,10,0,250.12
10,2.94,18.18,2,0,133.36
10.5,2.56,18.18,6,0,441.9
9.25,5.03,25.7,13,0,222.5
10.67,1.84,18.18,15,0,402.12
9,4.21,18.18,7,0,291.65
13,3.15,18.18,8,0,540.62
10.88,3.27,18.18,14,0,391.71
12.67,4.97,18.18,8,0,127.7
8,5.5,18.18,8,0,133.63
5.2,4.17,18.18,0,0,196.98
9.67,1.41,18.18,12,0,219.74
5.75,7.76,18.18,0,0,91.17
5,10.36,18.18,0,0,134.12
6.45,3.25,18.18,8,0,0
5,3,18.18,8,0,255.7
11,3.92,18.18,5,0,296.49
10,4,18.18,13,0,203.34
12.25,3.84,23.24,10,0,36.56
9.09,4.34,23.24,10,0,344.72
8.38,6.04,23.24,7,0,331.32
10,1.57,23.24,0,0,310.02
4.9,3.58,20.71,0,0,465.74
12,6.13,20.71,4,0,403.08
9,5.61,23.24,5,0,4.16
13.2,4.64,23.24,9,0,220.22
12.22,2.98,23.24,17,0,241.41
12.67,3.2,23.24,2,0,428.23
11.75,2.65,23.24,11,0,381.03
12.5,5.71,23.24,13,0,109.99
11,4.46,23.24,7,0,149.48
10.09,2.94,23.24,28,0,140.87
6,6.71,18.18,0,0,272.95
7.25,4.4,18.18,9,0,447.14
4.25,6.71,23.24,1,0,28.36
8.8,4.06,23.24,5,0,126.48
8,3.49,23.24,0,0,126.48
8.75,3.8,23.24,0,0,255.12
7,2.87,23.24,5,0,205.6
7.5,4.11,23.24,3,0,71.51
14,8.46,16.26,0,0,215.01
16.67,5.14,16.26,6,0,352.01
18,2.41,16.26,11,0,280.13
16.5,9.29,16.26,11,0,201.26
10,4.11,23.24,4,0,7.02
11.33,2.89,23.24,1,0,255.95
12.33,5.6,16.26,10,0,279
11.5,6.77,19.75,6,0,353.28
19,8.78,16.26,3,0,242.2
15.67,3.62,16.26,7,0,258.89
7,7.76,16.26,5,0,171.7
6.5,3.96,16.26,0,0,57.98
20,6.47,16.26,1,0,109.46
17.83,4.18,16.26,0,0,247
13.25,8.21,16.26,8,0,437.52
13.25,4.43,16.26,1,0,337.34
12,5.29,23.24,5,0,105.66
15,4.81,23.24,5,0,254.25
11.17,3.1,25.7,15,0,278.35
13.71,2.23,16.26,15,0,382.75
14.75,2.2,16.26,1,0,285.94
15,2.62,16.26,5,0,382.75
19.5,6.18,16.26,14,0,370.01
14.5,4.39,16.26,0,0,436.86
12.5,5.03,16.26,0,0,107.63
13.67,4.6,16.26,0,0,101.33
13.8,3.82,16.26,0,0,89.96
9.2,3.9,16.26,0,0,112.46
17,14.02,16.26,8,0,48.71
18.75,5.52,16.26,7,0,197.45
12,6.46,16.26,5,0,0
11.67,9.14,16.26,10,0,21.46
18,8.32,16.26,6,0,105.17
21.5,3.58,16.26,10,0,139.81
12.2,4.99,16.26,6,0,216.81
6.2,3.8,25.7,9,0,225.67
9,3.82,25.7,4,0,315.18
14,1.41,16.26,8,0,362.04
9,2.13,25.7,5,0,115.36
9.67,1.83,25.7,5,0,94.33
11.86,2.37,25.7,7,0,145.45
7.8,3.29,25.7,13,0,243.77
8.5,4.01,25.7,1,0,168.31
10.4,5.28,25.7,9,0,236.76
8,5.03,25.7,8,0,200.53
15.5,4.38,25.7,0,0,372.16
11.5,4.36,25.7,8,0,597.23
7.29,6.76,25.7,17,0,707
11,1.42,25.7,8,0,526.71
12.83,3.65,25.7,20,0,491.75
11.07,3.52,25.7,8,0,705.37
26.38,4.63,25.7,17,0,1093.47
12.43,3.85,25.7,7,0,1342.47
11.5,1.85,25.7,11,0,1128.33
12.83,2.49,25.7,26,0,1103.4
13,4.66,25.7,6,0,1006.72
13.38,2.9,25.7,12,0,717.02
10.5,1.55,25.7,11,0,605.17
10.67,3.71,25.7,6,0,1302.42
9.5,2.35,25.7,0,0,1344.2
10.6,3.55,25.7,0,0,1279.03
12.57,4.29,25.7,12,0,1330.52
20.33,5.35,25.7,7,0,1505.19
20.4,7.26,25.7,9,0,1679.52
18.63,5.68,25.7,15,0,1658.95
18.75,8.97,25.7,17,0,1501.34
16.67,3.96,25.7,7,0,1415.11
21.4,8.72,25.7,6,0,1387.65
22.25,11.36,25.7,7,0,1246.48
27.67,8.37,25.7,2,0,1241.77
13.5,6.01,25.7,9,0,575.34
10.13,4.53,25.7,17,0,955.69
15.8,4.92,25.7,13,0,1041.17
18,7.22,25.7,7,0,1227.86
14.67,4.82,25.7,2,0,1043.61
17.25,6.78,25.7,9,0,1311.97
11.5,6.44,25.7,12,0,1283.56
15.5,5.18,25.7,4,0,1507.99
19,2.61,25.7,8,0,1530.85
10.33,8.4,25.7,6,0,1690.8
13.75,4.54,16.26,7,0,1328.7
18.33,6.16,16.26,18,0,1041.55
15,2.74,16.26,12,0,686.34
15,4.6,16.26,4,0,661.29
18.5,10.68,16.26,11,0,684.54
8.67,5.68,16.26,14,0,858.35
6.25,6.16,16.26,9,0,815.16
14.43,4.44,16.26,11,0,409.29
17,7.78,16.26,4,0,170.33
14,7.55,16.26,8,0,193.24
16.4,4.99,16.26,11,0,388.93
13.5,4.96,16.26,7,0,134.11
13,5.47,16.26,10,0,156.11
11.67,5.3,16.26,4,0,102.21
12.67,6.05,16.26,8,0,134.79
12.5,3.63,25.7,6,0,1038.46
15.4,3.67,25.7,10,0,991.5
11.57,6.1,25.7,18,0,1082.76
21.2,7.25,25.7,17,0,1335.03
21.25,7.35,25.7,11,0,1359.51
14.75,9.04,25.7,8,0,1345.5
23,7.27,25.7,19,0,1262.28
12.5,8.94,25.7,9,0,1290.74
17,12.83,25.7,6,0,1306.29
21.33,5.24,25.7,0,0,1372.83
13,5.84,25.7,7,0,1428.29
22,6.24,25.7,7,0,1384.98
14,3.13,25.7,7,0,1325.86
9.75,4.26,25.7,6,0,1058.74
15.5,5.46,25.7,6,0,910.78
11.25,3.29,25.7,10,0,959.81
20.4,12.25,25.7,12,0,912.82
12.5,1.57,25.7,16,0,635.6
12.67,3.02,25.7,24,0,797.62
13,21.42,25.7,6,0,829.28
9.67,4.45,25.7,22,0,1222.06
20.6,5.44,25.7,16,0,1416.1
9.75,5.18,25.7,8,0,1310.2
12.5,8.93,25.7,12,0,858.81
13.5,3.47,25.7,4,0,526.85
16.33,5.99,25.7,8,0,948.33
15.88,5.02,25.7,16,0,1122.23
8.4,4.88,25.7,9,0,377.13
9.75,1.42,25.7,6,0,695.82
12.33,4.52,25.7,9,0,756.43
23,7.8,25.7,8,0,1011.44
26.5,11.81,25.7,4,0,1049.3
23.33,11.31,25.7,15,0,1049.3
21,9.53,25.7,5,0,1078.6
24.25,2.98,25.7,4,0,873.98
6.6,4.61,25.7,6,0,1575.02
7.75,4.5,25.7,3,0,919.52
9.2,7.62,25.7,6,0,885.27
19.36,4.39,25.7,39,0,202.94
20,2.27,25.7,18,0,523.22
15.75,6.16,25.7,15,0,381.3
20,5.84,25.7,0,0,523.22
18.75,3.98,25.7,8,0,632.39
8.25,6.23,25.7,2,0,959.47
18,4.2,25.7,9,0,757.44
17,4.92,25.7,3,0,773.98
15.55,6.14,16.26,16,0,101.75
11.25,4.56,16.26,11,0,104.1
8.33,4.81,16.26,4,0,113.57
10,3.33,16.26,5,0,150.22
7.33,10.17,16.26,2,0,50.01
10.5,4,25.7,21,0,152.31
6,4.89,25.7,9,0,22.94
14.17,2.59,25.7,16,0,572.3
13.67,2.41,25.7,0,0,431.35
12.33,3.27,25.7,15,0,288.86
11.14,3.17,25.7,16,0,292.73
11.33,3.24,25.7,8,0,258.32
8.67,2.27,18.18,4,0,286.6
8.25,4.53,18.18,7,0,207.33
7.83,3.32,20.71,0,0,137.23
9.33,2.96,23.24,3,0,444.87
12.33,4.48,23.24,6,0,137.4
1,0,11.61,0,0,78.39
7.5,2.82,11.61,4,0,310.4
8.4,4.79,11.61,6,0,21.07
5.78,3.61,11.61,0,0,164.92
7.8,2.03,11.61,7,0,324.56
7.93,4.48,11.61,32,0,146.08
5.67,6.81,11.61,20,0,145.01
6,4.19,11.61,0,0,149
4.24,3.4,16.78,70,0,5.45
4.5,2.87,16.78,5,0,100.6
6,4.34,21.94,5,0,177.64
6.67,3.78,21.94,7,0,144.13
7,3.93,21.94,5,0,183.49
4.8,3.53,21.94,8,0,283.57
6.5,3.58,21.94,16,0,250.16
8.5,2.82,21.94,0,0,220.96
6.33,2.73,21.94,0,0,224.75
5.8,3.5,21.94,13,0,499.68
7.57,2.88,17.01,6,0,0
9.43,4.36,17.01,15,0,254.31
11,0.69,17.01,3,0,634.88
9,8.13,20.56,10,0,244.84
8,1.19,20.56,6,0,541.09
8.67,5.98,20.56,7,0,552.83
6,5.45,20.56,7,0,508.55
7.67,3.49,20.56,5,0,542.83
9,4.23,20.56,14,0,630.4
9.6,2.59,20.56,14,0,987.02
10,4.64,20.56,6,0,876.53
8.67,2.25,16.78,9,0,187.62
9,2.4,21.94,11,0,208.52
7.14,2.54,18.78,17,0,561.31
9,1.57,17.01,9,0,489.88
9,2.93,17.01,5,0,558.32
9.75,2.1,17.01,11,0,415.97
10.5,3.47,17.01,12,0,359.35
10,4.87,21.94,9,0,694.28
8.4,2.88,17.01,12,0,379.81
10,3.35,11.61,14,0,305.31
7.2,2.15,20.56,9,0,443.07
8.33,1.74,20.56,12,0,452.62
10,1.38,20.56,5,0,622.74
7,2.95,11.61,9,0,13.9
6.5,2.61,11.61,6,0,0
7.67,6.98,21.94,8,0,380.3
4.64,7.14,11.61,19,0,483.09
5.75,4.48,11.61,11,0,517.51
1.83,3.78,11.61,0,0,576.65
4.55,4.94,11.61,30,0,575.96
6.4,2.95,11.61,11,0,615.15
7.2,3.58,11.61,15,0,555.7
5.33,2.07,11.61,4,0,53.29
7,1.28,11.61,4,0,111.17
7.5,2.95,11.61,4,0,126.41
8.5,2.66,21.94,12,0,425.44
7.5,2.56,21.94,9,0,321.1
3.75,6.03,21.94,10,0,372.48
1,5.62,21.94,6,0,335.05
1.67,8.12,21.94,8,0,372.48
1,5.16,21.94,13,0,327.59
4.25,2.59,21.94,9,0,368.57
4.67,4.19,21.94,7,0,627.86
10,4.1,21.94,13,0,480.48
6.2,3.31,21.94,12,0,739.97
8.71,4.98,21.94,22,0,766.09
7.58,3.69,28.46,19,0,432.42
8.75,3.95,28.46,15,0,293.3
8.67,4.71,28.46,2,0,432.42
7.4,4.64,28.46,5,0,735.46
9.4,5.41,28.46,12,0,373.79
9,3.67,28.46,0,0,379.56
9.4,3.06,28.46,10,0,70
6.75,3.18,28.46,11,0,568.89
6.25,2.92,28.46,14,0,492.96
6.33,3.84,28.46,8,0,74.73
10,5.11,28.46,4,0,279.73
10.33,3.66,28.46,10,0,378.68
7.88,4.09,28.46,20,0,166.72
6.71,5.82,28.46,18,0,128.33
10,5.5,28.46,1,0,132.73
7,2.8,28.46,0,0,89.56
7,6.79,28.46,6,0,83.86
8.63,2.67,28.46,16,0,300.52
9.33,4.25,28.46,10,0,124.57
8,3.25,28.46,8,0,531.47
9,3.03,28.46,17,0,370.2
6.17,4.94,28.46,17,0,350.2
7,3.73,28.46,7,0,326.68
8.5,1.5,28.46,18,0,408.64
5.9,4.32,28.46,21,0,398.5
6.67,3.45,28.46,25,0,359.05
10,3.85,28.46,8,0,429.43
12,2.27,28.46,12,0,499.84
10.2,2.86,28.46,8,0,653.74
11.2,3.16,28.46,8,0,656.88
8,1.98,28.46,6,0,926.85
10,3.17,28.46,10,0,940.54
8.67,4.46,28.46,9,0,801.75
9.6,3.58,28.46,14,0,775.2
10.63,2.64,25.7,25,0,766.17
9.33,4.2,25.7,11,0,919.09
10.25,5.51,25.7,4,0,927.61
10.5,14.09,25.7,0,0,974.93
11,2.27,25.7,5,0,875.11
11.5,2.45,25.7,6,0,543.04
7.75,1.9,27.08,5,0,438.12
8.75,3.8,28.46,16,0,167.25
7.29,4.65,25.7,0,0,26.67
7,2.49,25.7,3,0,136.93
5.33,2.97,25.7,3,0,214.49
5.33,3.43,25.7,5,0,233.82
4.5,5.19,25.7,5,0,277.53
7.33,1.31,25.7,2,0,316.66
3,5.15,25.7,10,0,317.76
7,1.44,25.7,9,0,278.32
10.25,2.54,25.7,10,0,224.23
9.33,3.07,25.7,11,0,163.26
12.57,5.48,25.7,20,0,618.8
12,4.59,25.7,8,0,615.69
10.5,6.6,25.7,12,0,596.19
4.33,8.09,25.7,7,0,64.98
6.75,6.67,25.7,10,0,82.91
5.5,7.86,25.7,9,0,82.91
3.5,4.54,25.7,7,0,45.69
13.2,5.06,25.7,6,0,134.04
7.8,4.29,25.7,9,0,121.38
10.6,4.92,25.7,12,0,165.58
8.14,3.15,25.7,21,0,35.66
13.2,3.7,25.7,13,0,367.19
10.73,2.81,25.7,29,0,106.68
11.38,3.47,25.7,18,0,115.71
8.5,2.34,25.7,19,0,205.22
8.5,3.91,25.7,11,0,470.85
10,4.92,25.7,10,0,530.7
7.8,2.87,25.7,14,0,530.7
12.67,3.23,25.7,15,0,421.65
6,4.95,25.7,3,0,388.69
8,2.4,25.7,7,0,445.83
10.2,6.48,25.7,12,0,334.3
12,5.79,25.7,7,0,389.74
10.5,5.55,25.7,14,0,389.74
14.6,4.12,25.7,12,0,286.04
14.5,5.27,25.7,4,0,557.13
16.67,9.05,25.7,7,0,706.92
20,2.71,25.7,6,0,1101.22
12.67,4.5,25.7,5,0,1203.98
10.2,5.13,25.7,13,0,115.95
8.4,6.01,25.7,8,0,105.17
11.6,5.75,25.7,11,0,416.71
21.57,9.88,25.7,14,0,394.59
9.25,3.49,25.7,9,0,87.36
10.5,2.27,25.7,7,0,141.3
10.29,7.31,28.46,0,0,27.12
10.5,7.66,25.7,18,0,189.44
10.75,2.29,25.7,6,0,108.17
10.33,3.04,28.46,5,0,368.57
4.8,5.64,28.46,10,0,393.81
6.75,5.97,28.46,5,0,968.8
8,4.59,28.46,2,0,495.88
5.5,4.55,28.46,5,0,460.64
9,2.36,28.46,5,0,424.56
6.67,1.98,28.46,2,0,136.17
14,1.74,25.7,2,0,517.34
14.5,6.68,25.7,6,0,477.65
11.2,2.55,25.7,10,0,557.52
9,2.11,25.7,20,0,800.79
13.43,3.12,25.7,19,0,776.84
9.5,3.16,25.7,6,0,838.17
9.75,4.42,25.7,12,0,796.56
5,6.89,25.7,12,0,714.56
10.71,3.44,25.7,20,0,608.8
14,1.53,25.7,12,0,617.49
12.75,5,25.7,10,0,906.74
9,3.61,25.7,9,0,901.2
9.6,2.1,25.7,11,0,520.33
11.67,4.02,25.7,9,0,1016.48
11,5.5,25.7,12,0,985.4
10,3.05,25.7,24,0,932.94
6.6,5.31,25.7,13,0,644.45
10,1.82,25.7,17,0,533.55
7.57,4.52,25.7,17,0,890.18
13,3.21,25.7,11,0,1085.8
13.2,4.16,25.7,8,0,1053.7
10.07,3.01,25.7,41,0,955.7
13.25,4.61,25.7,1,0,1100.31
11.6,3.95,25.7,12,0,996.59
13,4.87,25.7,8,0,1009.88
11,3.66,28.46,16,0,888.51
10,4.14,28.46,12,0,730.15
11,2.92,28.46,6,0,720.6
8.88,4.85,28.46,8,0,380.04
8.67,4.26,28.46,19,0,162.07
7.75,3.55,28.46,10,0,21.18
9.43,4.35,28.46,14,0,91.02
6.83,4.39,28.46,9,0,216.9
8.17,3.94,28.46,12,0,239.48
10.25,3.75,28.46,8,0,121.56
12.2,3.74,28.46,12,0,316.22
11.2,3.32,28.46,12,0,422.4
9.33,2.41,28.46,5,0,413.76
9.75,3.87,28.46,18,0,308.31
7.75,2.59,21.94,7,0,163.16
6.6,3.54,28.46,15,0,241.25
9.33,2.44,28.46,16,0,329.24
7.8,4.87,28.46,6,0,566.46
9.29,4.53,28.46,18,0,535.43
10.6,5.08,28.46,15,0,570.99
10.33,1.62,28.46,9,0,631.31
10,2.93,28.46,10,0,635.77
8.33,2.73,28.46,12,0,323.09
6.43,3.6,28.46,16,0,506.52
10.67,1.77,28.46,7,0,354.93
11,1.1,28.46,6,0,313.59
5.5,5.26,25.2,10,0,191.74
